#{"t_start": 1768050674.0728588, "env_id": "None"}
r,l,t
-434.7828,67,590.635237
-522.1629,68,590.734963
-550.5964,68,590.830428
-560.8295,68,590.925788
-522.6442,68,591.027787
-284.5434,65,591.128999
-550.8297,68,591.244514
-537.0737,68,591.342939
-434.6585,67,591.443806
-450.0035,67,591.540911
-535.5962,68,591.63643
-434.5803,67,591.729234
-539.4413,68,591.83019
-283.5331,65,591.939677
-464.2097,67,592.036156
-524.1872,68,592.128703
-536.3066,68,592.225973
-535.3349,68,592.31683
-269.6581,65,592.403459
-420.0037,67,592.50348
-434.5898,67,592.598355
-283.4547,65,592.697539
-464.5821,67,592.798576
-524.1775,68,592.911311
-525.2662,68,593.010789
-438.3516,67,593.113395
-550.7053,68,593.207283
-490.669,67,593.307485
-567.5756,68,593.407578
-298.2026,65,593.503355
-438.3418,67,593.605597
-283.1929,65,593.696565
-434.6587,67,593.79492
-269.5436,65,593.889903
-299.5435,65,593.995489
-284.5435,65,594.094867
-419.6587,67,594.197785
-434.7045,67,594.299829
-284.5339,65,594.387365
-554.4766,68,594.485265
-535.8294,68,594.57945
-551.7844,68,594.676312
-286.8357,65,594.772728
-554.1774,68,594.867712
-445.9691,67,594.966465
-479.3419,67,595.061449
-299.8665,65,595.149601
-444.2784,67,595.243395
-438.062,67,595.331075
-434.994,67,595.429246
-420.7472,67,595.529651
-524.048,68,595.630407
-284.5338,65,595.734311
-554.0683,68,595.827293
-567.0527,68,595.935279
-522.6901,68,596.049913
-284.6122,65,596.154479
-554.5453,68,596.258423
-284.6122,65,596.360318
-419.5897,67,596.457606
-554.5912,68,596.565181
-565.7837,68,596.681263
-464.5899,67,596.786997
-551.3065,68,596.88715
-283.2026,65,596.983429
-420.923,67,597.081733
-552.8201,68,597.18521
-524.4668,68,597.280712
-283.1931,65,597.374532
-479.59,67,597.472457
-283.4547,65,597.559947
-421.0378,67,597.659695
-313.386,65,597.757333
-434.5801,67,597.855942
-283.1928,65,597.965631
-298.1929,65,598.057822
-299.5337,65,598.155213
-539.5453,68,598.254692
-554.1776,68,598.360667
-297.3502,65,598.468389
-450.9232,67,598.582776
-448.1308,67,598.681504
-560.5249,68,598.787706
-309.5436,65,598.879334
-308.3171,65,598.982353
-552.5659,68,599.082842
-537.7685,68,599.184282
-453.1765,67,599.278335
-284.7976,65,599.36933
-419.4253,67,599.473955
-537.6443,68,599.587792
-584.5912,68,599.682519
-550.7054,68,599.778683
-525.2661,68,599.872047
-552.8985,68,599.969429
-298.1929,65,600.082292
-536.2282,68,600.184182
-434.6967,67,600.284535
-419.5804,67,600.38508
-480.7931,67,600.493963
-299.6122,65,600.587054
-299.5339,65,600.685251
-268.4473,65,600.78265
-449.6586,67,600.886548
-453.2733,67,600.987704
-551.3065,68,601.086344
-525.3348,68,601.193023
-435.7148,67,601.296745
-569.3801,68,601.406617
-545.4818,68,601.507662
-570.3806,68,601.606771
-840.953,73,601.713607
-539.0225,68,601.812891
-540.3348,68,601.913337
-537.5756,68,602.016259
-435.6689,67,602.120725
-550.9079,68,602.237742
-434.5117,67,602.339139
-566.3065,68,602.435465
-284.9124,65,602.528809
-868.8037,73,602.634235
-539.1776,68,602.737296
-268.2025,65,602.829852
-535.9947,68,602.934335
-449.5803,67,603.024067
-522.0527,68,603.121037
-434.5804,67,603.209366
-475.7834,67,603.303424
-419.5898,67,603.408432
-269.5337,65,603.504587
-530.9079,68,603.596855
-550.4722,68,603.691721
-132.0451,63,603.780039
-420.9232,67,603.872994
-459.8795,67,603.962398
-434.5803,67,604.054412
-283.4547,65,604.143805
-435.6592,67,604.24186
-569.0684,68,604.338784
-450.5907,67,604.434258
-524.5453,68,604.532933
-434.5803,67,604.627222
-554.467,68,604.74689
-539.502,68,604.840313
-439.1409,67,604.939869
-520.9949,68,605.03988
-269.6123,65,605.128929
-284.9124,65,605.219336
-284.7881,65,605.320781
-464.8795,67,605.413904
-451.0376,67,605.508231
-434.582,67,605.607523
-537.4312,68,605.70579
-419.7044,67,614.865685
-284.6676,65,614.964586
-283.5332,65,615.067022
-283.1931,65,615.159528
-299.5895,65,615.258269
-419.6587,67,615.359127
-299.9219,65,615.462777
-554.3798,68,615.557554
-438.0621,67,615.654614
-434.3184,67,615.750242
-422.8973,67,615.84239
-434.5802,67,615.944174
-525.2661,68,616.051147
-537.6997,68,616.146134
-435.7834,67,616.237886
-434.5899,67,616.333151
-298.3172,65,616.427357
-299.5435,65,616.523872
-268.2712,65,616.622865
-567.4162,68,616.726223
-298.455,65,616.822667
-269.6581,65,616.924946
-555.3349,68,617.026415
-283.2712,65,617.1197
-268.6497,65,617.211234
-284.5435,65,617.30662
-539.4669,68,617.400614
-283.2485,65,617.511408
-435.6687,67,617.618315
-450.2273,67,617.72107
-549.1775,68,617.826171
-450.669,67,617.9341
-469.1313,67,618.036329
-435.6591,67,618.136827
-313.1928,65,618.234073
-283.455,65,618.32679
-293.5789,65,618.436681
-284.5339,65,618.531565
-269.5339,65,618.6315
-542.5406,68,618.73725
-450.7374,67,618.843705
-283.1928,65,618.949533
-459.5802,67,619.042275
-419.9938,67,619.142229
-535.7837,68,619.248667
-554.7155,68,619.350869
-298.3171,65,619.449772
-269.5436,65,619.55038
-454.1314,67,619.652463
-314.6122,65,619.751267
-268.3171,65,619.839995
-420.7929,67,619.953273
-132.3758,63,620.056028
-284.788,65,620.154914
-435.669,67,620.261206
-465.7836,67,620.366865
-313.8227,65,620.468259
-435.6593,67,620.5721
-283.2485,65,620.669699
-419.6586,67,620.782791
-283.1929,65,620.897311
-555.3349,68,621.002484
-284.5339,65,621.098782
-314.6678,65,621.19451
-269.0844,65,621.293956
-435.2272,67,621.391824
-284.7978,65,621.491653
-551.7844,68,621.599123
-536.934,68,621.699044
-298.579,65,621.797772
-283.1928,65,621.895932
-419.8698,67,621.998982
-268.1927,65,622.096595
-268.193,65,622.198935
-520.7837,68,622.300263
-299.7978,65,622.395914
-435.9133,67,622.502256
-465.9918,67,622.592125
-283.5332,65,622.689541
-435.9135,67,622.787757
-268.193,65,622.88545
-434.3567,67,622.989385
-550.7403,68,623.086681
-449.5802,67,623.189889
-435.6592,67,623.299925
-551.1192,68,623.412529
-521.3524,68,623.529602
-539.5912,68,623.630506
-550.8297,68,623.728367
-434.4252,67,623.823011
-550.7308,68,623.920978
-435.6592,67,624.028606
-566.2282,68,624.124345
-450.7932,67,624.222181
-536.3065,68,624.328905
-299.7977,65,624.450887
-269.5895,65,624.574633
-284.6677,65,624.673886
-283.2026,65,624.777618
-268.1929,65,624.868399
-570.3348,68,624.970786
-434.5726,67,625.071139
-283.193,65,625.16535
-420.7835,67,625.269625
-453.3419,67,625.365355
-420.669,67,625.471382
-283.3265,65,625.571781
-268.533,65,625.670525
-438.3419,67,625.779687
-283.317,65,625.884195
-298.1929,65,625.978826
-268.2026,65,626.089064
-454.2653,67,626.187247
-309.7881,65,626.294017
-309.7978,65,626.396449
-313.1929,65,626.499374
-465.7375,67,626.602653
-536.2284,68,626.70036
-284.9124,65,626.788983
-268.4644,65,626.890459
-299.5436,65,626.987619
-284.6122,65,627.074934
-551.3066,68,627.179224
-284.6123,65,627.290177
-524.4767,68,627.377377
-269.5339,65,627.47363
-313.1927,65,627.581053
-298.2026,65,627.679736
-299.7978,65,627.771756
-465.669,67,627.878048
-522.6443,68,627.994306
-283.2025,65,628.088971
-269.5434,65,628.186756
-524.4668,68,628.297659
-118.3861,63,628.393011
-465.6591,67,628.5284
-433.1766,67,628.641901
-422.9988,67,628.726142
-419.5725,67,628.816401
-537.1673,68,628.906089
-434.7045,67,628.995351
-299.6122,65,629.075896
-444.6586,67,629.158752
-435.9232,67,629.252297
-147.2975,63,629.363145
-298.2025,65,629.451135
-419.5899,67,629.538808
-435.9135,67,629.642604
-464.5802,67,629.7278
-420.6592,67,629.810071
-419.3966,67,629.89223
-539.1776,68,629.976972
-283.4471,65,630.05898
-298.3172,65,630.152385
-434.5899,67,630.235555
-283.1928,65,630.321473
-450.7377,67,630.40762
-314.7976,65,630.491245
-434.59,67,630.580057
-232.7126,65,630.660785
-434.5801,67,630.739427
-536.9087,68,630.823533
-435.1813,67,630.909837
-419.6966,67,630.994578
-451.0473,67,631.080422
-284.6582,65,631.167235
-520.9949,68,631.25622
-450.7376,67,631.334252
-450.9232,67,631.419342
-552.6901,68,631.50373
-423.3419,67,631.589526
-535.472,68,631.673303
-269.6582,65,631.760009
-561.9086,68,631.8474
-449.8794,67,631.92959
-450.6591,67,632.010405
-435.7836,67,632.093741
-445.9135,67,632.188043
-434.5803,67,632.276882
-284.6581,65,632.356578
-450.6689,67,632.459305
-269.7364,65,632.548467
-450.6592,67,632.659357
-550.7054,68,632.762355
-540.3349,68,632.848245
-465.6591,67,632.951876
-284.6581,65,633.047919
-329.6122,65,633.135279
-268.1929,65,633.234143
-434.7368,67,633.331301
-435.9918,67,633.461688
-444.6585,67,633.614151
-478.3419,67,633.720809
-284.5339,65,642.547175
-268.2024,65,642.642393
-284.5339,65,642.73703
-299.6582,65,642.831266
-268.2713,65,642.932951
-283.3169,65,643.020479
-282.9957,65,643.111473
-283.2713,65,643.196436
-435.6689,67,643.290729
-313.074,65,643.40299
-530.7148,68,643.534894
-283.1931,65,643.630255
-284.5435,65,643.723652
-284.5338,65,643.815131
-283.455,65,643.918302
-450.7375,67,644.013289
-550.7837,68,644.118474
-283.2712,65,644.211983
-439.1313,67,644.306569
-434.8794,67,644.404621
-479.5899,67,644.490684
-419.8795,67,644.586463
-284.7881,65,644.691025
-147.1598,63,644.771121
-420.8618,67,644.8679
-284.6581,65,644.966985
-309.5337,65,645.064271
-283.3268,65,645.165476
-299.6677,65,645.264453
-268.3172,65,645.368476
-131.9089,63,645.468432
-96.5298,63,645.559932
-453.062,67,645.669011
-343.0055,66,645.772429
-268.2026,65,645.874738
-313.3171,65,645.98444
-299.7976,65,646.105474
-419.7828,67,646.201436
-147.1597,63,646.286143
-269.8664,65,646.386213
-268.1929,65,646.484168
-435.6592,67,646.588866
-536.8628,68,646.686309
-284.6123,65,646.767078
-299.7364,65,646.847014
-268.1929,65,646.940737
-268.3172,65,647.040583
-268.1927,65,647.127543
-435.2273,67,647.222138
-419.3471,67,647.30563
-435.6689,67,647.395466
-284.6122,65,647.481795
68.2099,60,647.558616
-298.1929,65,647.646447
-298.1929,65,647.730818
-284.612,65,647.813351
-448.3418,67,647.899272
-283.447,65,647.981649
-283.0514,65,648.060088
-435.6591,67,648.142845
-283.1929,65,648.235168
-435.6689,67,648.322008
-298.1928,65,648.4176
-383.8796,67,648.519619
-308.2026,65,648.60642
-539.5912,68,648.689679
-524.4669,68,648.777106
-299.6218,65,648.857552
-284.5339,65,648.937912
-284.4652,65,649.018484
-450.9135,67,649.107809
-269.5337,65,649.19003
-435.0264,67,649.273801
-269.9124,65,649.351667
-434.6587,67,649.438749
-283.2712,65,649.522252
-268.4549,65,649.607517
-435.9232,67,649.694066
-283.5792,65,649.774878
-269.5434,65,649.855409
-437.8746,67,649.937377
-283.4548,65,650.025703
-298.2026,65,650.103972
-283.3171,65,650.185776
-419.5801,67,650.305194
-299.6123,65,650.393379
-283.3267,65,650.477432
-269.6677,65,650.557248
-298.2712,65,650.658272
-268.9779,65,650.745184
-399.1183,67,650.843621
-284.6217,65,650.93331
-284.5435,65,651.02788
-163.6862,63,651.122734
-314.7976,65,651.21557
-283.1928,65,651.312642
-539.5453,68,651.40539
-284.0845,65,651.503515
-339.5339,65,651.595602
-268.3783,65,651.687495
-283.4547,65,651.79001
-298.1927,65,651.880539
-420.6689,67,651.974829
-420.793,67,652.070387
-284.7977,65,652.166285
-299.5337,65,652.255676
84.6753,60,652.346454
-268.1928,65,652.457177
-284.9218,65,652.547793
-299.7977,65,652.650382
-283.3955,65,652.74667
-299.6122,65,652.839597
-309.6122,65,652.936366
-298.2025,65,653.039902
-434.7828,67,653.137216
-524.1774,68,653.22547
-435.6594,67,653.319574
-314.5436,65,653.417477
-434.5802,67,653.529437
-450.1128,67,653.627989
-268.1927,65,653.724522
-268.1931,65,653.822671
-283.2712,65,653.921663
-269.5339,65,654.011048
-279.6122,65,654.11231
-299.5339,65,654.209502
-435.9232,67,654.30159
-161.9667,63,654.400775
-520.8185,68,654.513801
-551.8882,68,654.61961
-156.5766,63,654.70976
-465.669,67,654.792997
-283.455,65,654.872634
-465.6593,67,654.954564
-450.6592,67,655.039476
-132.1139,63,655.115733
-268.2807,65,655.199473
-423.3419,67,655.285908
-298.3268,65,655.367202
-539.4765,68,655.450554
-284.5435,65,655.532843
-269.5895,65,655.61579
-539.3018,68,655.697585
-284.9123,65,655.779742
-284.5436,65,655.861313
-284.7978,65,655.937119
-268.455,65,656.013526
-293.2025,65,656.095718
-435.6591,67,656.185333
-269.658,65,656.265242
-283.3172,65,656.34472
-283.3171,65,656.423999
-268.2712,65,656.507471
-269.0845,65,656.58393
-283.193,65,656.663014
-420.6592,67,656.790615
-133.5104,63,656.929906
-434.8698,67,657.069735
-539.4583,68,657.185468
-420.7376,67,657.319292
-284.6581,65,657.422256
-422.8974,67,657.550448
-434.6508,67,657.653404
-522.5657,68,657.772157
-449.4254,67,657.879411
-434.5899,67,658.012408
-299.7978,65,658.111308
-333.0055,66,658.227024
-298.1929,65,658.374475
-131.8383,63,658.535039
-284.2086,65,658.630363
-536.228,68,658.727806
-268.5888,65,658.818623
-438.0621,67,658.918331
-298.5712,65,659.008786
-460.6688,67,659.092802
-268.317,65,659.180467
-449.5804,67,659.288833
-299.6582,65,659.390732
-299.5337,65,659.492103
-444.5822,67,659.638831
-298.3171,65,659.756485
-420.7376,67,659.888978
-420.6689,67,659.993466
-283.4549,65,660.08678
-131.7561,63,660.194469
-479.8795,67,660.287089
-314.5436,65,660.390412
-298.4548,65,660.499671
-268.4644,65,660.604617
-298.3861,65,660.698348
-299.7977,65,660.800333
-299.5339,65,660.89378
-536.2281,68,660.99724
-283.1929,65,661.092906
-182.9958,64,670.266686
-65.1983,63,670.372421
-142.2994,63,670.46948
284.7454,57,670.57053
-65.0013,63,670.67262
68.334,60,670.761761
-157.0911,63,670.848847
219.5527,58,670.937585
235.2045,58,671.019809
53.334,60,671.108243
-268.3171,65,671.19767
171.4672,59,671.284024
370.8033,55,671.369534
-30.2444,62,671.460396
271.0905,57,671.551292
-117.1138,63,671.652911
-196.6321,64,671.747569
-181.704,64,671.842919
-182.8486,64,671.939625
321.2623,56,672.017359
-282.7435,65,672.112443
-131.5076,63,672.199288
-132.0452,63,672.284883
276.0081,57,672.368195
-10.4033,61,672.463517
52.7967,60,672.546298
-117.9272,63,672.635023
-133.0513,63,672.737054
-148.0416,63,672.832305
-80.4605,63,672.926613
271.4214,57,673.008981
68.2557,60,673.08994
34.6751,61,673.175545
-449.5801,67,673.2645
69.2159,60,673.346352
286.0081,57,673.426575
321.2718,56,673.515472
-131.5861,63,673.598433
-283.193,65,673.716115
-118.4321,63,673.805574
83.3342,60,673.879699
-76.1587,63,673.964937
84.3347,60,674.056952
19.6063,61,674.137333
67.8654,60,674.224977
319.9997,56,674.299317
69.0135,60,674.370631
119.7454,60,674.448757
-15.4604,62,674.530092
-268.4549,65,674.609264
234.6672,58,674.683361
19.551,61,674.760365
58.2556,60,674.838872
-146.5764,63,674.917865
54.5968,60,674.997602
84.1377,60,675.075393
-30.2444,62,675.149374
-117.0354,63,675.231906
-231.303,65,675.315253
-148.3765,63,675.396142
-127.9957,63,675.47145
83.2557,60,675.546855
206.4671,58,675.622044
286.008,57,675.691024
69.0689,60,675.766399
69.3443,60,675.842748
271.0864,57,675.914838
-232.5172,65,675.997506
221.5457,58,676.070206
220.126,58,676.147082
-268.3861,65,676.225427
-66.461,63,676.306273
3.5294,61,676.387177
68.2556,60,676.461715
-146.7007,63,676.543398
-132.2286,63,676.623663
-299.6582,65,676.702405
-64.73,63,676.787189
83.0857,60,676.876981
69.0689,60,676.964512
-146.5076,63,677.060315
384.4625,55,677.127755
-131.5861,63,677.211668
220.7462,58,677.296123
256.0081,57,677.373576
84.1377,60,677.476052
84.2159,60,677.566475
370.8033,55,677.655553
-66.0805,63,677.755482
-132.0354,63,677.845629
236.3429,58,677.934325
-133.6403,63,678.025635
-118.3765,63,678.108474
69.3347,60,678.181446
69.1377,60,678.279555
83.2558,60,678.369615
-183.2273,64,678.459366
-30.0471,62,678.558973
-161.7695,63,678.655535
-118.3861,63,678.750611
-30.2442,62,678.837657
67.7966,60,678.956483
-117.0355,63,679.061918
68.2556,60,679.142596
34.3347,61,679.236487
-118.7091,63,679.327203
-167.9729,64,679.424611
-132.0451,63,679.515264
-131.9669,63,679.600847
84.5507,60,679.694962
84.4819,60,679.783094
-268.5105,65,679.880042
-267.9957,65,679.975541
53.2556,60,680.053737
3.2558,61,680.14356
69.5967,60,680.229255
82.4183,60,680.322386
83.0016,60,680.420167
170.1261,59,680.505877
-247.7223,65,680.612536
185.9621,59,680.699384
53.8298,60,680.787109
-132.1139,63,680.88408
-235.2394,65,680.975461
69.6064,60,681.0697
-75.1202,62,681.158586
121.0081,60,681.246459
82.728,60,681.333211
44.4821,60,681.411533
235.2045,58,681.483268
-313.2712,65,681.563405
185.2045,59,681.636788
69.216,60,681.710734
171.0081,59,681.782662
254.6116,57,681.851888
-16.0804,62,681.932334
-117.0357,63,682.010449
38.334,60,682.08868
33.7147,61,682.164171
-181.5861,64,682.250959
-133.3861,63,682.337113
-147.0451,63,682.418288
-118.755,63,682.502627
-118.4321,63,682.586115
-268.2026,65,682.663549
236.0864,58,682.73332
-284.5338,65,682.812389
-117.9174,63,682.889736
-132.1693,63,682.967432
-96.5394,63,683.045933
235.8934,58,683.11631
-133.1029,63,683.195283
-117.128,63,683.27655
-231.6814,65,683.370735
-147.0452,63,683.461658
19.6064,61,683.575291
54.482,60,683.660137
19.675,61,683.738816
69.5966,60,683.811822
-268.0512,65,683.891664
-127.0452,63,683.969871
82.7967,60,684.044646
-117.1139,63,684.122759
270.0019,57,684.192105
84.5509,60,684.269929
3.3245,61,684.346599
18.256,61,684.431791
-247.2535,65,684.520648
-182.9827,64,684.608227
-283.3268,65,684.687719
-197.9272,64,684.769298
-45.1985,62,684.848651
-132.2288,63,684.932431
-66.1262,63,685.010397
-148.5618,63,685.087091
140.0019,59,685.177441
184.6768,59,685.26822
369.5405,55,685.343597
83.2558,60,685.428276
-118.3861,63,685.516593
-110.1201,63,685.615294
234.5431,58,685.71022
171.0175,59,685.809464
-132.1692,63,685.904566
-299.5436,65,685.991227
156.0864,59,686.082528
69.0919,60,686.167393
-80.1888,63,686.262218
-117.221,63,686.355352
-132.9729,63,686.442662
34.6062,61,686.53224
-148.5103,63,686.636365
67.7968,60,686.734164
69.6065,60,686.859602
370.8815,55,686.945908
34.5509,61,687.037196
221.5453,58,687.120215
-117.0452,63,687.218191
84.675,60,687.303702
321.2624,56,687.382863
-231.9327,65,687.485095
-106.5395,63,687.570004
-133.3076,63,687.66218
52.7969,60,687.751742
-133.3862,63,687.842768
68.3339,60,687.931775
119.6671,60,688.009449
271.4671,57,688.091809
-79.6609,63,688.185194
221.0081,58,696.314211
136.343,60,696.400205
68.3339,60,696.485112
226.3431,58,696.577661
271.5455,57,696.661557
54.1376,60,696.753988
83.0628,60,696.842178
221.0082,58,696.921983
-30.12,62,697.023796
370.8033,55,697.106669
131.5454,59,697.192532
19.5967,61,697.276785
69.0917,60,697.371117
84.2159,60,697.475021
141.4211,59,697.560359
136.0082,60,697.653987
68.0798,60,697.738642
84.675,60,697.824932
136.4671,60,697.921788
321.3405,56,698.005562
-65.12,63,698.103424
-118.1717,63,698.193251
-94.73,63,698.284082
336.2164,56,698.362009
321.2623,56,698.443193
336.3406,56,698.528352
53.2002,60,698.617205
121.0864,60,698.694462
69.5967,60,698.773823
286.5453,57,698.861693
370.8127,55,698.946504
69.0919,60,699.028378
24.5968,61,699.122844
59.5968,60,699.198618
271.0864,57,699.272554
407.3413,55,699.345388
54.4726,60,699.422855
34.9871,61,699.504174
84.5966,60,699.582576
321.3409,56,699.650399
134.6212,60,699.726644
69.216,60,699.800002
236.4212,58,699.870711
370.8032,55,699.939894
155.1261,59,700.012528
141.3524,59,700.088881
236.4671,58,700.16178
121.008,60,700.23442
334.9997,56,700.305325
84.5509,60,700.378033
84.5966,60,700.453827
141.3525,59,700.529984
370.8127,55,700.606523
82.728,60,700.683156
340.8815,55,700.752951
170.9621,59,700.835634
171.3526,59,700.913175
-16.5296,62,700.989846
-148.3078,63,701.067716
156.4768,59,701.146466
276.3524,57,701.21725
321.2718,56,701.286531
321.2722,56,701.355011
171.5454,59,701.430939
106.4765,60,701.506174
-116.9667,63,701.604309
235.0708,58,701.686915
110.8935,60,701.771685
83.2653,60,701.850867
54.551,60,701.928772
270.1261,57,702.003745
321.2624,56,702.072436
321.1478,56,702.14237
206.467,58,702.215615
106.008,60,702.293949
69.0919,60,702.381598
84.1377,60,702.459702
54.6753,60,702.539421
119.7456,60,702.614286
-268.1927,65,702.693159
121.0081,60,702.767455
69.5968,60,702.84854
3.2098,61,702.927142
271.4672,57,703.018627
119.6116,60,703.116561
83.3341,60,703.211423
-132.0452,63,703.304369
186.4671,59,703.395292
135.0801,60,703.490773
54.6062,60,703.5851
385.8033,55,703.686922
84.1377,60,703.770597
54.4724,60,703.859768
84.528,60,703.950639
84.0919,60,704.038744
84.1376,60,704.127708
-132.1139,63,704.225851
236.4672,58,704.305045
-132.0452,63,704.399085
-16.1261,62,704.495668
370.8817,55,704.57936
221.3985,58,704.675786
-148.3078,63,704.774817
186.0175,59,704.861775
69.5966,60,704.957565
336.2623,56,705.031859
256.5453,57,705.120705
334.9213,56,705.203015
69.2161,60,705.302433
44.482,60,705.395396
69.0691,60,705.497915
69.1376,60,705.59011
121.5454,60,705.681475
136.5456,60,705.767376
284.6672,57,705.860239
69.5968,60,705.94547
271.5455,57,706.024717
84.6063,60,706.117029
256.4213,57,706.200631
334.9214,56,706.276772
-116.5861,63,706.387127
69.0918,60,706.474082
286.5456,57,706.557294
236.0081,58,706.651327
-80.1984,63,706.741901
-132.0354,63,706.843712
385.6885,55,706.934262
185.2044,59,707.023977
69.1471,60,707.105937
256.3431,57,707.180291
5.0655,61,707.259489
286.5456,57,707.329151
155.2044,59,707.402004
53.2655,60,707.474314
206.3984,58,707.545908
121.4213,60,707.626807
121.0864,60,707.704841
84.0919,60,707.782463
84.6753,60,707.861616
226.4213,58,707.931861
83.9675,60,708.004032
121.0081,60,708.078351
-15.1985,62,708.152351
370.7347,55,708.219504
156.467,59,708.295014
-132.0356,63,708.373795
121.0864,60,708.448146
185.0801,59,708.579294
286.5456,57,708.660336
221.0176,58,708.737236
-132.0355,63,708.820994
120.9394,60,708.903695
136.0864,60,708.981457
321.2624,56,709.051288
83.141,60,709.122681
52.8063,60,709.198686
34.528,61,709.277351
69.5966,60,709.355715
-117.0452,63,709.440506
385.7574,55,709.513575
271.0178,57,709.593517
221.3524,58,709.669062
84.0919,60,709.74886
256.4671,57,709.816547
84.5966,60,709.892614
285.9623,57,709.967164
69.6748,60,710.045319
236.4672,58,710.120094
186.5455,59,710.195358
155.9621,59,710.268217
136.008,60,710.341785
84.597,60,710.424081
136.0177,60,710.508209
355.7347,55,710.584034
271.4767,57,710.662513
340.8129,55,710.735162
54.5966,60,710.810142
171.4766,59,710.884868
-133.0417,63,710.978287
84.5508,60,711.069267
336.2623,56,711.16249
256.4671,57,711.246268
236.4212,58,711.332806
69.5508,60,711.416015
82.7967,60,711.516742
221.5454,58,711.606467
69.4821,60,711.693754
186.4213,59,711.784268
-132.9958,63,711.871351
69.1376,60,711.954002
84.2161,60,712.045779
-66.5395,63,712.131989
236.0081,58,712.22685
286.0083,57,712.305475
84.1377,60,712.394328
-165.8251,63,712.483956
437.3415,55,712.570667
135.8936,60,712.667572
221.4671,58,712.758509
171.4672,59,712.856712
69.5967,60,712.975084
-24.7298,62,713.065182
-81.4708,63,713.148568
68.2556,60,713.234273
84.1376,60,713.331224
-117.0449,63,713.42827
-16.6541,62,713.527592
286.4672,57,713.610737
154.7357,59,713.70492
-15.1985,62,713.79577
176.008,59,713.89285
84.6063,60,713.979746
321.2623,56,714.058849
69.5508,60,714.148298
286.4213,57,714.230781
-117.0357,63,714.335299
121.4672,60,722.885198
84.5967,60,722.984005
69.0918,60,723.087103
370.8816,55,723.175328
276.0177,57,723.261945
370.8033,55,723.341689
220.9623,58,723.437247
221.0863,58,723.525323
326.3409,56,723.613109
136.0175,60,723.722978
154.6671,59,723.819865
285.0801,57,723.90354
319.7971,56,723.98855
370.8815,55,724.080143
156.0864,59,724.167379
171.4674,59,724.262843
271.4213,57,724.362561
321.3409,56,724.447826
69.6061,60,724.543398
191.467,58,724.632529
370.6791,55,724.726434
291.1381,56,724.804079
370.8815,55,724.878109
186.0081,59,724.959212
69.2161,60,725.036303
355.8128,55,725.121871
370.8032,55,725.217766
184.667,59,725.316889
186.5454,59,725.411718
136.4671,60,725.491091
171.4211,59,725.572212
385.679,55,725.640288
34.5967,61,725.719117
286.5456,57,725.79572
385.8033,55,725.876473
370.6791,55,725.947331
370.8129,55,726.019141
370.6791,55,726.08683
53.2558,60,726.159515
121.4212,60,726.233953
271.4671,57,726.307476
355.7573,55,726.3763
236.4214,58,726.455529
84.6062,60,726.54115
370.6888,55,726.606124
84.5967,60,726.685716
68.2557,60,726.768467
84.0917,60,726.841966
82.7967,60,726.920774
271.5455,57,726.99566
221.4672,58,727.068104
256.4671,57,727.149137
186.0864,59,727.223786
355.8032,55,727.294342
206.008,58,727.36665
236.5455,58,727.440931
360.8033,55,727.51693
52.875,60,727.621675
336.2165,56,727.696897
256.4768,57,727.767713
54.0134,60,727.845519
69.6064,60,727.921801
286.0082,57,728.000136
54.0918,60,728.075305
206.0176,58,728.146271
385.8131,55,728.213785
271.4672,57,728.283916
171.4672,59,728.358346
256.4769,57,728.428003
355.8032,55,728.504009
241.4766,57,728.595642
355.8818,55,728.67026
271.008,57,728.743978
69.2162,60,728.823412
321.2624,56,728.903222
136.5455,60,728.978958
336.2165,56,729.053585
271.008,57,729.122724
221.0863,58,729.192339
236.467,58,729.264171
106.5455,60,729.347523
69.1471,60,729.437172
321.2623,56,729.51994
206.3429,58,729.604524
186.4213,59,729.694379
121.0081,60,729.798131
54.6063,60,729.881521
106.477,60,729.96635
370.8032,55,730.04073
319.9214,56,730.130562
171.008,59,730.227823
156.5454,59,730.31898
-80.1984,63,730.415039
69.4821,60,730.506238
136.0175,60,730.58501
37.7509,60,730.672527
236.4213,58,730.756306
255.9621,57,730.835222
321.1479,56,730.921582
121.5453,60,730.999149
121.3526,60,731.09302
370.8033,55,731.182429
285.8838,57,731.267574
39.6062,60,731.380539
321.2624,56,731.469456
69.6062,60,731.550083
69.6065,60,731.633072
-65.2671,63,731.731925
286.4671,57,731.819255
69.6748,60,731.911078
206.4766,58,731.989793
385.8033,55,732.07327
220.8935,58,732.153585
321.2721,56,732.233305
170.0706,59,732.321172
-94.7298,63,732.415032
385.8032,55,732.501677
385.8033,55,732.580397
82.8752,60,732.667053
306.2722,56,732.749538
256.0866,57,732.82849
319.7972,56,732.911411
136.0178,60,732.988746
171.4212,59,733.071654
336.2624,56,733.156422
236.5456,58,733.239842
271.4213,57,733.324247
171.4212,59,733.409956
136.0176,60,733.495986
271.008,57,733.579578
336.3409,56,733.658372
136.0082,60,733.735114
186.0179,59,733.817072
286.4214,57,733.889426
135.8936,60,733.966689
156.4672,59,734.038638
191.4768,58,734.113088
236.5453,58,734.186141
171.0863,59,734.26125
-31.195,62,734.344821
136.5455,60,734.431726
370.6887,55,734.509132
370.7574,55,734.582698
370.7573,55,734.65353
4.4821,61,734.732699
206.5453,58,734.811896
121.0175,60,734.896615
291.2624,56,734.968434
106.4671,60,735.050357
